"Title";"Abstract"
"AI-assisted search strategy construction with step-by-step instructions to execute and manage searches across major databases";"This manuscript introduces a generative artificial intelligence (AI)–assisted prompt template designed to help users translate their self-compiled keyword lists into database-ready, syntactically correct search strategies. The template is supported by detailed, step-by-step guidance for executing and managing searches across major databases, including PubMed, Embase, Scopus, Web of Science, and the Cochrane Library. A small pilot test with three independent reviewers demonstrated that the workflow was usable and generated search strategies that ran without syntax errors. The complete two-part prompt and accompanying resources are openly available at https://github.com/ResearchCore/prompt2query. © 2025 The Author(s). Published with license by Taylor & Francis Group, LLC."
"Validation of large language models (Llama 3 and ChatGPT-4o mini) for title and abstract screening in biomedical systematic reviews";"With the increasing volume of scientific literature, there is a need to streamline the screening process for titles and abstracts in systematic reviews, reduce the workload for reviewers, and minimize errors. This study validated artificial intelligence (AI) tools, specifically Llama 3 70B via Groq’s application programming interface (API) and ChatGPT-4o mini via OpenAI’s API, for automating this process in biomedical research. It compared these AI tools with human reviewers using 1,081 articles after duplicate removal. Each AI model was tested in three configurations to assess sensitivity, specificity, predictive values, and likelihood ratios. The Llama 3 model’s LLA_2 configuration achieved 77.5% sensitivity and 91.4% specificity, with 90.2% accuracy, a positive predictive value (PPV) of 44.3%, and a negative predictive value (NPV) of 97.9%. The ChatGPT-4o mini model’s CHAT_2 configuration showed 56.2% sensitivity, 95.1% specificity, 92.0% accuracy, a PPV of 50.6%, and an NPV of 96.1%. Both models demonstrated strong specificity, with CHAT_2 having higher overall accuracy. Despite these promising results, manual validation remains necessary to address false positives and negatives, ensuring that no important studies are overlooked. This study suggests that AI can significantly enhance efficiency and accuracy in systematic reviews, potentially revolutionizing not only biomedical research but also other fields requiring extensive literature reviews. © The Author(s), 2025."
"Evaluating the utility of large language models in generating search strings for systematic reviews in anesthesiology: A comparative analysis of top-ranked journals";"Background: This study evaluated the effectiveness of large language models (LLMs), specifically ChatGPT 4o and a custom-designed model, Meta-Analysis Librarian, in generating accurate search strings for systematic reviews (SRs) in the field of anesthesiology. Methods: We selected 85 SRs from the top 10 anesthesiology journals, according to Web of Science rankings, and extracted reference lists as benchmarks. Using study titles as input, we generated four search strings per SR: three with ChatGPT 4o using general prompts and one with the Meta-Analysis Librarian model, which follows a structured, Population, Intervention, Comparator, Outcome-based approach aligned with Cochrane Handbook standards. Each search string was used to query PubMed, and the retrieved results were compared with the PubMed retrieved studies from the original search string in each SR to assess retrieval accuracy. Statistical analysis compared the performance of each model. Results: Original search strings demonstrated superior performance with a 65% (IQR: 43%-81%) retrieval rate, which was statistically different from both LLM groups in PubMed retrieved studies (p=0.001). The Meta-Analysis Librarian achieved a superior median retrieval rate to ChatGPT 4o (median, (IQR); 24% (13%-38%) vs 6% (0%-14%), respectively). Conclusion: The findings of this study highlight the significant advantage of using original search strings over LLM-generated search strings in PubMed retrieval studies. The Meta-Analysis Librarian demonstrated notable superiority in retrieval performance compared with ChatGPT 4o. Further research is needed to assess the broader applicability of LLM-generated search strings, especially across multiple databases.  © American Society of Regional Anesthesia & Pain Medicine 2025."
"Assessing Probability Rating Performance for Large Language Models in Systematic Literature Review Automation";"Classical machine learning methods of systematic literature review (SLR) automation use thresholded probability scores to make decisions about including or excluding articles in the title/abstract selection process. Large language models (LLMs) have gained popularity in SLR automation and are sometimes prompted to give similar probability score outputs as classical models. LLMs do not always perform well in mathematical reasoning tasks, which raises the question whether their probability outputs are meaningful. We evaluated the accuracy of four LLMs in title/abstract screening, using qualitative rating (Yes/Unsure/No) and a continuous probability rating (0-1). We also assessed the consistency between probability and qualitative ratings within each model using violin plots. The results show that LLMs performed well in excluding irrelevant articles, but their performance dropped notably for including relevant articles. Claude Sonnet 4 and Phi 4 produced consistent probability and qualitative ratings. GPT 4o-mini did not represent probabilities correctly and Qwen 2.5 underperformed in the qualitative category rating. Due to the varying performance of LLMs, we recommend using multiple LLMs to assist human reviewers in the title/abstract screening process of SLRs. Furthermore, we advise testing whether the output of LLMs is meaningful before using them to evaluate articles. ©2026 IEEE."
"GPT-3.5 Turbo and GPT-4 Turbo in Title and Abstract Screening for Systematic Reviews";"This study demonstrated that while GPT-4 Turbo had superior specificity when compared to GPT-3.5 Turbo (0.98 vs 0.51), as well as comparable sensitivity (0.85 vs 0.83), GPT-3.5 Turbo processed 100 studies faster (0.9 min vs 1.6 min) in citation screening for systematic reviews, suggesting that GPT-4 Turbo may be more suitable due to its higher specificity and highlighting the potential of large language models in optimizing literature selection. © Takehiko Oami, Yohei Okada, Taka-aki Nakada."
"Performance Comparison of Large Language Models for Efficient Literature Screening";"Background: Systematic reviewers face a growing body of biomedical literature, making early-stage article screening increasingly time-consuming. In this study, we assessed six large language models (LLMs)—OpenHermes, Flan T5, GPT-2, Claude 3 Haiku, GPT-3.5 Turbo, and GPT-4o—for their ability to identify randomized controlled trials (RCTs) in datasets of increasing difficulty. Methods: We first retrieved articles from PubMed and used all-mpnet-base-v2 to measure semantic similarity to known target RCTs, stratifying the collection into quartiles of descending relevance. Each LLM then received either verbose or concise prompts to classify articles as “Accepted” or “Rejected”. Results: Claude 3 Haiku, GPT-3.5 Turbo, and GPT-4o consistently achieved high recall, though their precision varied in the quartile with the highest similarity, where false positives increased. By contrast, smaller or older models struggled to balance sensitivity and specificity, with some over-including irrelevant studies or missing key articles. Importantly, multi-stage prompts did not guarantee performance gains for weaker models, whereas single-prompt approaches proved effective for advanced LLMs. Conclusions: These findings underscore that both model capability and prompt design strongly affect classification outcomes, suggesting that newer LLMs, if properly guided, can substantially expedite systematic reviews. © 2025 by the authors."
"Exploring the use of generative artificial intelligence in systematic searching: A comparative case study of a human librarian, ChatGPT-4 and ChatGPT-4 Turbo";"The advancement of ChatGPT-powered artificial intelligence (AI) opens up new possibilities for conducting systematic reviews. This study aims to examine how ChatGPT-powered AI can assist in the steps involved in systematic reviews, and its potential and challenges. The authors utilize a comparative case study approach to examine the search-term-generation and article-retrieval capabilities among a human librarian, ChatGPT-4, and a ChatGPT-4 Turbo customized AI-Librarian Bot. The findings suggest that AI could expand the scope of search terms and queries, automating the more repetitive and formulaic aspects of the systematic-review process, while human expertise remains crucial in refining search terms and ensuring methodological rigor. Meanwhile, challenges remain for AI tools’ capacity to access subscription-based or proprietary databases and generate sophisticated search strategies. This study advocates for a synergistic model where AI augments the systematic-review process, complementing the depth and nuance provided by human expertise in achieving accurate and comprehensive research outcomes. © The Author(s) 2024."
"Large language models show promising performance for some systematic review tasks but call for cautious implementation: a systematic review";"Objectives With the exponential growth of biomedical literature, the challenge of conducting systematic reviews is becoming increasingly burdensome. We aimed to evaluate the performance of large language models (LLMs) in the automation of some or all steps of systematic reviews and meta-analyses. Study Design and Setting In this systematic review, we searched PubMed, Embase, the Cochrane Library and preprint platforms up to January 14, 2025. We included any studies assessing the performance of LLMs (eg, generative pre-trained transformer [GPT], Claude, Mistral) in any step of the systematic review process. Pairs of reviewers independently extracted data and assessed risk of bias. We conducted analyses using median (interquartile range [IQR]) for positive (PPA) and negative percent agreements (NPA), respectively, analogous to sensitivity and specificity, between LLMs and human reviewers. Results From 3889 unique references, we included 63 studies of which 52 reporting performance metrics for a total of 148 LLM performance assessments. Most assessments concerned GPT models ( n = 114, 77%). The most frequently evaluated tasks were title and abstract screening ( n = 78, 53%), data extraction ( n = 23, 16%), and full-text screening ( n = 20, 14%). For title and abstract screening, overall median PPA was 0.92 (IQR 0.69–0.98) and median NPA was 0.89 (0.72–0.95). For full-text screening, the overall median PPA was 0.93 (0.87–1.00) and median NPA was 0.92 (0.78–0.97). Late-generation LLMs released after GPT-4 seemed to provide higher performance than earlier models. For other tasks, authors reported overall good performances, but variability of performance metrics precluded complete quantitative synthesis. Global accuracy for data extraction tasks ranged from 0.36 to 1.00, with a median accuracy of 0.95 (IQR 0.91–0.97, n = 11). For the “risk of bias assessment” task, accuracy ranged from 0.44 to 0.90 (median = 0.62, IQR 0.53–0.76, n = 6). Conclusions The performance of LLMs, particularly newer generations, shows promise in automating some repetitive steps of systematic reviews such as screening. However, their successful integration will require appropriate safeguards and careful implementation. Plain Language Summary Systematic reviews are one of the most reliable ways to answer medical and public health questions. They bring together all available studies on a topic and help clinicians and policymakers make informed decisions. However, producing a high-quality systematic review takes a lot of time and effort. Whole teams of researchers spend months screening thousands of articles, extracting data, and double-checking results. With little more than a million of new publications every year, keeping reviews up to date is becoming increasingly difficult. LLMs, such as ChatGPT, may help reduce this workload. These tools can read and summarize text and might assist with repetitive tasks like selecting relevant studies or extracting information from articles. But it is still unclear how reliable these tools are for research purposes. This is the first systematic review to assess LLMs' performance to facilitate systematic reviews. We sought to review all studies that tested LLMs in the different steps of systematic reviews and found 63 studies evaluating how well these tools performed compared with human reviewers. Overall, LLMs showed good agreement with humans for tasks such as screening titles and abstracts, and full-text articles. Newer models seemed to perform better than older ones. However, performance was more variable for complex tasks that require interpretation, such as extracting detailed data or assessing methodological quality. Our findings suggest that LLMs could help researchers work faster and make systematic reviews more efficient. However, they are not ready to replace human judgment. These tools can make mistakes, produce inconsistent results, or generate inaccurate information if not carefully supervised. In practice, LLMs should be used as assistants rather than substitutes. With proper safeguards, transparent reporting, and human oversight, they may become valuable tools to support evidence-based healthcare and help keep research up to date. © 2026 The Author(s)."
"Validating Large Language Models for Title-Abstract Screening in Low-Prevalence Systematic Reviews: An Environmental Science Case Study";"Literature screening is a major bottleneck in systematic reviews, yet Large Language Models (LLMs) can substantially reduce workloads. However, performance varies across models and is sensitive to evaluation metrics, particularly in low-prevalence screening contexts. We validated five LLMs (GPT-4.1, Claude 3.5 Sonnet, Gemini 2.0 Flash, DeepSeek V3, and Mistral Large) against a 500-record gold-standard dataset (8 inclusions; 1.6% prevalence) using a conservative zero-shot prompt aligned with standard systematic review workflows. Performance was assessed through classification metrics (sensitivity, specificity, precision), logistic regression (GLM; Firth-penalised where separation occurred), and agreement indices (Cohen’s κ, MCC, PABAK, Gwet’s AC1). Gemini 2.0 Flash and Mistral Large showed no false negatives (1.00) but differed in specificity (0.858 vs. 0.697) and accuracy (0.860 vs. 0.702). GPT-4.1 and Claude 3.5 Sonnet performed identically (sensitivity 0.875; specificity 0.876; accuracy 0.876). In contrast, DeepSeek V3 maximised specificity (0.980) and accuracy (0.970) but demonstrated lower sensitivity (0.375). Regression analyses confirmed strong positive associations with human decisions (OR 28.9–49.5). Agreement indices revealed the expected low-prevalence artefact, with Cohen’s κ low despite high concordance while MCC, PABAK, and AC1 indicated substantially stronger agreement. Our results highlight a fundamental sensitivity-specificity trade-off, with conclusions dependent on the evaluation framework chosen. LLMs may meaningfully support title-abstract screening as decision-support tools, provided that human oversight is maintained and validation is transparent and reproducible. © 2026 by the authors."
"Evaluating the Utility of Artificial Intelligence in Conducting Systematic Reviews";"Background: Systematic reviews and meta-analyses represent the highest level of evidence in clinical research, but the process of article retrieval and screening is labor-intensive. Large language models, such as ChatGPT-5, may offer an efficient alternative, yet their performance in full systematic review workflows remains untested. This study compares ChatGPT-5’s Deep Research and Agent Modes with human researchers in replicating gold standard systematic reviews in total joint arthroplasty. Methods: Five published systematic reviews were selected as reference articles. Three groups: orthopaedic research fellows, ChatGPT-5 Deep Research Mode, and ChatGPT-5 Agent Mode, independently identified eligible articles using standardized search terms and inclusion/exclusion criteria. Artificial intelligence (AI) searches were repeated 3 times for reproducibility. Extracted articles were evaluated against the gold standard for recall, precision, false positives/negatives, and time efficiency. Newly identified eligible studies were also assessed. Results: The research fellows dedicated 268 hours to screening 9101 articles, achieving 85.2% recall of gold standard articles. Deep Research and Agent Modes averaged 12–14 minutes per search, identifying 47.5% and 40.9% of gold standard articles, respectively. Fellows had fewer false negatives (n = 5) compared with Deep Research (n = 19) and Agent Mode (n = 12). AI models retrieved several additional eligible studies not captured by humans, demonstrating complementary potential. Conclusions: Human reviewers remain superior to current AI models in replicating systematic review article selection, particularly for nuanced inclusion/exclusion criteria. However, ChatGPT-5 significantly reduces search time and can identify additional relevant studies, suggesting its role as a valuable adjunct in systematic review workflows with expert oversight. © 2026 The Author(s)"
"Fast-Track Your Abstract Screening: Mastering ASReview for Accelerating Abstract Screening and Evaluating Decisions From Automatic-Screening Methods";"Research syntheses, such as systematic reviews and meta-analyses, are crucial for synthesizing research to support evidence-based decision-making. However, the abstract-screening phase, during which researchers evaluate titles and abstracts for inclusion, is highly time-consuming and often results in cognitive biases and fatigue. To address these challenges, machine-learning-assisted tools, particularly those using active learning, have gained prominence. One such tool is Active Screening Review (ASReview), an open-source software for semiautomating title and abstract screening in systematic reviews. ASReview incorporates user feedback to prioritize relevant studies, reducing screening time and improving efficiency. Despite its potential, many researchers remain uncertain about integrating ASReview into their workflows and making evidence-based decisions regarding the tool’s configuration, training, and stopping criteria. In this tutorial, we provide a step-by-step guide to using ASReview, including practical examples from psychological research. We demonstrate the software’s application in two use cases: screening unlabeled abstracts using active learning and verifying results from automated-screening methods. In the tutorial, we also offer evidence-based recommendations for selecting stopping rules to balance sensitivity and efficiency. We also outline strategies for prescreening, data-set preparation, model setup, and progress monitoring to ensure that researchers can maximize the tool’s benefits while maintaining scientific rigor. By offering evidence-based guidance at each stage of the process for practitioners without coding skills, in this tutorial, we aim to help researchers harness artificial-intelligence-aided screening to enhance the quality and efficiency of research syntheses across disciplines. © The Author(s) 2026. This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 License (https://creativecommons.org/licenses/by-nc/4.0/) which permits non-commercial use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access page (https://us.sagepub.com/en-us/nam/open-access-at-sage)."
"Development of Prompt Templates for Large Language Model–Driven Screening in Systematic Reviews";"Background: Systematic reviews (SRs) are hindered by the initial rigorous article screen, which delays access to reliable information synthesis. Objective: To develop generic prompt templates for large language model (LLM)–driven abstract and full-text screening that can be adapted to different reviews. Design: Diagnostic test accuracy. Setting: 48 425 citations were tested for abstract screening across 10 SRs. Full-text screening evaluated all 12 690 freely available articles from the original search. Prompt development used the GPT4-0125-preview model (OpenAI). Participants: None. Measurements: Large language models were prompted to include or exclude articles based on SR eligibility criteria. Model outputs were compared with original SR author decisions after full-text screening to evaluate performance (accuracy, sensitivity, and specificity). Results: Optimized prompts using GPT4-0125-preview achieved a weighted sensitivity of 97.7% (range, 86.7% to 100%) and specificity of 85.2% (range, 68.3% to 95.9%) in abstract screening and weighted sensitivity of 96.5% (range, 89.7% to 100.0%) and specificity of 91.2% (range, 80.7% to 100%) in full-text screening across 10 SRs. In contrast, zero-shot prompts had poor sensitivity (49.0% abstract, 49.1% full-text). Across LLMs, Claude-3.5 (Anthropic) and GPT4 variants had similar performance, whereas Gemini Pro (Google) and GPT3.5 (OpenAI) models underperformed. Direct screening costs for 10 000 citations differed substantially: Where single human abstract screening was estimated to require more than 83 hours and $1666.67 USD, our LLM-based approach completed screening in under 1 day for $157.02 USD. Limitations: Further prompt optimizations may exist. Retrospective study. Convenience sample of SRs. Full-text screening evaluations were limited to free PubMed Central full-text articles. Conclusion: A generic prompt for abstract and full-text screening achieving high sensitivity and specificity that can be adapted to other SRs and LLMs was developed. Our prompting innovations may have value to SR investigators and researchers conducting similar criteria-based tasks across the medical sciences. © 2025 American College of Physicians."
"Exploring the use of LLMs for the selection phase in systematic literature studies";"Context: Systematic literature studies, such as secondary studies, are crucial to aggregate evidence. An essential part of these studies is the selection phase of relevant studies. This, however, is time-consuming, resource-intensive, and error-prone as it highly depends on manual labor and domain expertise. The increasing popularity of Large Language Models (LLMs) raises the question to what extent these manual study selection tasks could be supported in an automated manner. Objectives: In this manuscript, we report on our effort to explore and evaluate the use of state-of-the-art LLMs to automate the selection phase in systematic literature studies. Method: We evaluated LLMs for the selection phase using two published systematic literature studies in software engineering as ground truth. Three prompts were designed and applied across five LLMs to the studies’ titles and abstracts based on their inclusion and exclusion criteria. Additionally, we analyzed combining two LLMs to replicate a practical selection phase. We analyzed recall and precision and reflected upon the accuracy of the LLMs, and whether the ground truth studies were conducted by early career scholars or by more advanced ones. Results: Our results show a high average recall of up to 98% combined with a precision of 27% in a single LLM approach and an average recall of 99% with a precision of 27% in a two-model approach replicating a two-reviewer procedure. Further the Llama 2 models showed the highest average recall 98% across all prompt templates and datasets while GPT4-turbo had the highest average precision 72%. Conclusions: Our results demonstrate how LLMs could support a selection phase in the future. We recommend a two LLM-approach to archive a higher recall. However, we also critically reflect upon how further studies are required using other models and prompts on more datasets to strengthen the confidence in our presented approach. © 2025 The Authors"
"LGAR: Zero-Shot LLM-Guided Neural Ranking for Abstract Screening in Systematic Literature Reviews";"The scientific literature is growing rapidly, making it hard to keep track of the state-of-the-art. Systematic literature reviews (SLRs) aim to identify and evaluate all relevant papers on a topic. After retrieving a set of candidate papers, the abstract screening phase determines initial relevance. To date, abstract screening methods using large language models (LLMs) focus on binary classification settings; existing question-answering (QA) based ranking approaches suffer from error propagation. LLMs offer a unique opportunity to evaluate the SLR's inclusion and exclusion criteria, yet, existing benchmarks do not provide them exhaustively. We manually extract these criteria as well as research questions for 57 SLRs, mostly in the medical domain, enabling principled comparisons between approaches. Moreover, we propose LGAR, a zero-shot LLM-Guided Abstract Ranker composed of an LLM-based graded relevance scorer and a dense re-ranker. Our extensive experiments show that LGAR outperforms existing QA-based methods by 5-10 pp. in mean average precision. Our code and data is publicly available. © 2025 Association for Computational Linguistics."
"Demystifying literature review in the AI Era: Updating the SSF method with Generative Artificial Intelligence support; [Desmistificando a revisão da literatura na era da IA: Atualizando o método SSF com o suporte da Inteligência Artificial Generativa]; [Desmitificando la revisión bibliográfica en la era de la IA: Actualización del método SSF con apoyo de la Inteligencia Artificial Generativa]";"Objective. The study addresses the lack of a method that combines systematic reviews with Generative Artificial Intelligence (AI). It proposes improvements to the SSF (Systematic Search Flow) method, introducing new review categories and incorporating AI tools. Method. It analyzed 44 types of literature reviews organized into seven distinct families with a narrative review approach. Based on this, the SSF method was updated with the support of generative AI. Results. It presents the evolution of the SSF, which incorporates generative AI to optimize search strategy, article selection and scientific writing. This results in faster reviews by filtering the results and analyzing a large volume of data. Conclusion. The update of the SSF Method represents a significant advance, offering a systematic and efficient guide for literature reviews. Although generative AI does not replace the critical judgment of the researcher, when guided by experienced researchers, it increases the efficiency of the process, making reviews more robust and methodologically rigorous. © 2025 University Library System, University of Pittsburgh. All rights reserved."
"Evaluating the efficacy of artificial intelligence tools for the automation of systematic reviews in cancer research: A systematic review";"To evaluate the performance accuracy and workload savings of artificial intelligence (AI)-based automation tools in comparison with human reviewers in medical literature screening for systematic reviews (SR) of primary studies in cancer research in order to gain insights on improving the efficiency of producing SRs. Medline, Embase, the Cochrane Library, and PROSPERO databases were searched from inception to November 30, 2022. Then, forward and backward literature searches were completed, and the experts in this field including the authors of the articles included were contacted for a thorough grey literature search. This SR was registered on PROSPERO (CRD 42023384772). Among the 3947 studies obtained from search, five studies met the preplanned study selection criteria. These five studies evaluated four AI tools: Abstrackr (four studies), RobotAnalyst (one), EPPI-Reviewer (one), and DistillerSR (one). Without missing final included citations, Abstrackr eliminated 20%–88% of titles and abstracts (time saving of 7–86 hours) and 59% of the full-texts (62 h) from human review across four different cancer-related SRs. In comparison, RobotAnalyst (1% of titles and abstracts, 1 h), EPPI Review (38% of titles and abstracts, 58 h; 59% of full-texts, 62 h), DistillerSR (42% of titles and abstracts, 22 h) also provided similar or lower work savings for single cancer-related SRs. AI-based automation tools exhibited promising but varying levels of accuracy and efficiency during the screening process of medical literature for conducting SRs in the cancer field. Until further progress is made and thorough evaluations are conducted, AI tools should be utilized as supplementary aids rather than complete substitutes for human reviewers. © 2023 Elsevier Ltd"
"A Comprehensive Guide to Conducting Systematic Reviews";"This chapter serves as a comprehensive guide for conducting systematic reviews (SRs) in applied linguistics. SRs play a crucial role in this field, allowing researchers to analyze and synthesize existing research, facilitating evidence-based decisions and advancements. The chapter provides detailed guidance on conducting an SR, including formulating clear research questions, developing effective search strategies, screening and selecting studies based on predefined criteria, extracting and synthesizing data, appraising the quality of included studies, and reporting findings clearly. A checklist tailored for appraising studies within applied linguistics ensures comprehensive evaluation of quality and relevance. Additionally, the chapter explores using generative artificial intelligence (GenAI) tools to streamline and enhance the SR process, discussing applications, opportunities, and challenges. In summary, this chapter serves as a comprehensive roadmap, equipping researchers with the knowledge and tools to conduct rigorous and innovative SRs in applied linguistics. © 2024, IGI Global. All rights reserved."
"A Hybrid Semi-Automated Workflow for Systematic and Literature Review Processes with Large Language Model Analysis";"Systematic reviews (SRs) are a rigorous method for synthesizing empirical evidence to answer specific research questions. However, they are labor-intensive because of their collaborative nature, strict protocols, and typically large number of documents. Large language models (LLMs) and their applications such as gpt-4/ChatGPT have the potential to reduce the human workload of the SR process while maintaining accuracy. We propose a new hybrid methodology that combines the strengths of LLMs and humans using the ability of LLMs to summarize large bodies of text autonomously and extract key information. This is then used by a researcher to make inclusion/exclusion decisions quickly. This process replaces the typical manually performed title/abstract screening, full-text screening, and data extraction steps in an SR while keeping a human in the loop for quality control. We developed a semi-automated LLM-assisted (Gemini-Pro) workflow with a novel innovative prompt development strategy. This involves extracting three categories of information including identifier, verifier, and data field (IVD) from the formatted documents. We present a case study where our hybrid approach reduced errors compared with a human-only SR. The hybrid workflow improved the accuracy of the case study by identifying 6/390 (1.53%) articles that were misclassified by the human-only process. It also matched the human-only decisions completely regarding the rest of the 384 articles. Given the rapid advances in LLM technology, these results will undoubtedly improve over time. © 2024 by the authors."
"Semi-supervised learning models for document classification: A systematic review and meta-analysis";"The proliferation of digital documents in the internet has given rise to the search for information patterns that allow for the categorization of organizational documents to generate knowledge in a institution. One of the Artificial Intelligence techniques for this purpose is text classification, which for its application uses labels (categorized documents) with supervised (with labels) or unsupervised (without labels) training models. Both traditional models with their advantages and disadvantages have been consolidated into semi-supervised models to extract the best qualities of each one, however, the labeling process involves resources that need to be optimized to improve the classification accuracy. An analysis of the types of semi-supervised models would show the strengths of their training and how the structure of each of them affects the accuracy of their classification. The present study proposes a structure of semi-supervised model in document classification, in order to analyze the qualities of each one in their categorization process, it through a systematic literature review (SLR) that analyzes the performance of the studies to conduct a meta-analysis. Further, the study search strategy was defined by the PICOC method (Population, Intervention, Comparison, Outcome, Context), supported by two research questions and delimited in a search chain that allowed the collection of 332 research studies. These papers were filtered using the PRISMA method and the determination of exclusion criteria, in total 46 papers have been selected for the present study.From this SLR, an organizational structure has been obtained for semi-supervised models and a scheme for the classification process. In addition, the advantages and disadvantages of different learning types have been analyzed, evaluating their classification performance in each type of learning through a meta-analysis. This has determined that the models that present the best levels of performance are active learning model (0.88) and ensemble learning model (0.84). © IBERAMIA and the authors."
"Toward the Conduction of Automated Systematic Literature Reviews: The Role of Large Language Models";"The conduction of Systematic Literature Reviews is an essential yet labor-intensive process for researchers, requiring meticulous compilation and analysis of literature to answer predefined Research Questions. Despite attempts to streamline this process, automation of reviews remains a significant challenge. This paper explores the potential of Generative AI and Large Language Models to revolutionize the review process by automating key tasks such as identifying, extracting, and synthesizing relevant literature. By leveraging open-source Large Language Models, we aim to reduce the time and effort traditionally required for comprehensive literature reviews. Our study involves comparing various models, including lightweight and more robust ones. We replicate a published review on Blockchain technology in agri-food traceability to evaluate the performance of these models. Results indicate that while high-parameter models successfully generate relevant search strings and classifications, they also exhibit trade-offs in terms of response times. Our findings highlight both the promise and limitations of current Large Language Models in automating Systematic Literature Reviews. © 2025 IEEE."
"Learning on the job: using Artificial Intelligence to support rapid review methods";"The National Collaborating Centre for Methods and Tools’ (NCCMT) Rapid Evidence Service conducts rapid reviews on priority questions to respond to the needs of public health decision-makers. Given the vast quantity of literature available, a key challenge of conducting rapid evidence syntheses is the time and effort required to manually screen large search results sets to identify and include all studies relevant to the research question within an accelerated timeline. To overcome this challenge, the NCCMT investigated the integration of artificial intelligence (AI) technologies into the title and abstract screening stage of the rapid review process to expedite the identification of studies relevant to the research question. The NCCMT is funded by the Public Health Agenda of Canada and affiliated with McMaster University. © 2024, Medical Library Association. All rights reserved."
"Sensitivity and Specificity of Using GPT-3.5 Turbo Models for Title and Abstract Screening in Systematic Reviews and Meta-analyses";"Background: Systematic reviews are performed manually despite the exponential growth of scientific literature. Objective: To investigate the sensitivity and specificity of GPT-3.5 Turbo, from OpenAI, as a single reviewer, for title and abstract screening in systematic reviews. Design: Diagnostic test accuracy study. Setting: Unannotated bibliographic databases from 5 systematic reviews representing 22 665 citations. Participants: None. Measurements: A generic prompt framework to instruct GPT to perform title and abstract screening was designed. The output of the model was compared with decisions from authors under 2 rules. The first rule balanced sensitivity and specificity, for example, to act as a second reviewer. The second rule optimized sensitivity, for example, to reduce the number of citations to be manually screened. Results: Under the balanced rule, sensitivities ranged from 81.1% to 96.5% and specificities ranged from 25.8% to 80.4%. Across all reviews, GPT identified 7 of 708 citations (1%) missed by humans that should have been included after full-text screening at the cost of 10 279 of 22 665 false-positive recommendations (45.3%) that would require reconciliation during the screening process. Under the sensitive rule, sensitivities ranged from 94.6% to 99.8% and specificities ranged from 2.2% to 46.6%. Limiting manual screening to citations not ruled out by GPT could reduce the number of citations to screen from 127 of 6334 (2%) to 1851 of 4077 (45.4%), at the cost of missing from 0 to 1 of 26 citations (3.8%) at the full-text level. Limitations: Time needed to fine-tune prompt. Retrospective nature of the study, convenient sample of 5 systematic reviews, and GPT performance sensitive to prompt development and time. Conclusion: The GPT-3.5 Turbo model may be used as a second reviewer for title and abstract screening, at the cost of additional work to reconcile added false positives. It also showed potential to reduce the number of citations before screening by humans, at the cost of missing some citations at the full-text level. © 2024 American College of Physicians."
"The hunt for the last relevant paper: blending the best of humans and AI; [La búsqueda del último artículo relevante: combinando lo mejor de los humanos y la IA]";"Background: The exponential growth of research literature makes it increasingly difficult to identify all relevant studies for systematic reviews and meta-analyses. While traditional search methods are labour-intensive, modern AI-aided approaches have the potential to act as a powerful ‘super-assistant’ during both the searching and screening phases. Objective: This paper evaluates how a combined, open-source approach–merging traditional and AI-aided search and screening methods–can help identify all relevant literature up to the ‘last relevant paper’ for a systematic review on post-traumatic stress symptom (PTSS) trajectories after traumatic events. Method: We applied eight search strategies, including database searches, snowballing, full-text retrieval, and semantic search via OpenAlex. All records were screened using a combination of human reviewers, active learning, and large language models (LLMs) for quality control. Results: On top of replicating the original 6,701 search results, we identified an additional 3,822 records using AI-aided methods. The combination of AI tools and human screening led to 126 relevant studies, with each method uncovering papers the others missed. Notably, machine-aided techniques helped find studies with missing keywords, unusual phrasing, or limited indexing. Across all AI-assisted strategies, 10 additional studies were identified, and while the overall yield was modest, these papers were unique and relevant and would likely have been missed using traditional methods. Conclusions: Our findings demonstrate that even when returns are low, AI-aided approaches can meaningfully enhance coverage and offer a scalable path forward when combined with screening prioritisation. A transparent, hybrid workflow where AI serves as a ‘super-assistant’ can meaningfully extend the reach of systematic reviews and increase the quality of the findings, but is not ready to replace humans fully. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group."
